,name,lon,lat,point
235,235,61.997854999999994,28.679705600000023,POINT (61.997854999999994 28.679705600000023)
236,236,61.997854999999994,28.929705600000023,POINT (61.997854999999994 28.929705600000023)
237,237,61.997854999999994,29.179705600000023,POINT (61.997854999999994 29.179705600000023)
238,238,61.997854999999994,29.429705600000023,POINT (61.997854999999994 29.429705600000023)
239,239,61.997854999999994,29.679705600000023,POINT (61.997854999999994 29.679705600000023)
240,240,61.997854999999994,29.929705600000023,POINT (61.997854999999994 29.929705600000023)
241,241,61.997854999999994,30.179705600000023,POINT (61.997854999999994 30.179705600000023)
242,242,61.997854999999994,30.429705600000023,POINT (61.997854999999994 30.429705600000023)
243,243,61.997854999999994,30.679705600000023,POINT (61.997854999999994 30.679705600000023)
244,244,61.997854999999994,30.929705600000023,POINT (61.997854999999994 30.929705600000023)
245,245,61.997854999999994,31.179705600000023,POINT (61.997854999999994 31.179705600000023)
246,246,61.997854999999994,31.429705600000023,POINT (61.997854999999994 31.429705600000023)
247,247,61.997854999999994,31.679705600000023,POINT (61.997854999999994 31.679705600000023)
248,248,61.997854999999994,31.92970560000002,POINT (61.997854999999994 31.92970560000002)
249,249,61.997854999999994,32.17970560000002,POINT (61.997854999999994 32.17970560000002)
250,250,61.997854999999994,32.42970560000002,POINT (61.997854999999994 32.42970560000002)
251,251,61.997854999999994,32.67970560000002,POINT (61.997854999999994 32.67970560000002)
252,252,61.997854999999994,32.92970560000002,POINT (61.997854999999994 32.92970560000002)
253,253,61.997854999999994,33.17970560000002,POINT (61.997854999999994 33.17970560000002)
254,254,61.997854999999994,33.42970560000002,POINT (61.997854999999994 33.42970560000002)
255,255,61.997854999999994,33.67970560000002,POINT (61.997854999999994 33.67970560000002)
256,256,61.997854999999994,33.92970560000002,POINT (61.997854999999994 33.92970560000002)
257,257,61.997854999999994,34.17970560000002,POINT (61.997854999999994 34.17970560000002)
258,258,61.997854999999994,34.42970560000002,POINT (61.997854999999994 34.42970560000002)
259,259,61.997854999999994,34.67970560000002,POINT (61.997854999999994 34.67970560000002)
260,260,61.997854999999994,34.92970560000002,POINT (61.997854999999994 34.92970560000002)
261,261,61.997854999999994,35.17970560000002,POINT (61.997854999999994 35.17970560000002)
262,262,61.997854999999994,35.42970560000002,POINT (61.997854999999994 35.42970560000002)
263,263,61.997854999999994,35.67970560000002,POINT (61.997854999999994 35.67970560000002)
264,264,61.997854999999994,35.92970560000002,POINT (61.997854999999994 35.92970560000002)
265,265,61.997854999999994,36.17970560000002,POINT (61.997854999999994 36.17970560000002)
266,266,61.997854999999994,36.42970560000002,POINT (61.997854999999994 36.42970560000002)
267,267,61.997854999999994,36.67970560000002,POINT (61.997854999999994 36.67970560000002)
268,268,61.997854999999994,36.92970560000002,POINT (61.997854999999994 36.92970560000002)
269,269,61.997854999999994,37.17970560000002,POINT (61.997854999999994 37.17970560000002)
270,270,62.247854999999994,23.929705600000023,POINT (62.247854999999994 23.929705600000023)
271,271,62.247854999999994,24.179705600000023,POINT (62.247854999999994 24.179705600000023)
272,272,62.247854999999994,24.429705600000023,POINT (62.247854999999994 24.429705600000023)
273,273,62.247854999999994,24.679705600000023,POINT (62.247854999999994 24.679705600000023)
274,274,62.247854999999994,24.929705600000023,POINT (62.247854999999994 24.929705600000023)
275,275,62.247854999999994,25.179705600000023,POINT (62.247854999999994 25.179705600000023)
276,276,62.247854999999994,25.429705600000023,POINT (62.247854999999994 25.429705600000023)
277,277,62.247854999999994,25.679705600000023,POINT (62.247854999999994 25.679705600000023)
278,278,62.247854999999994,25.929705600000023,POINT (62.247854999999994 25.929705600000023)
279,279,62.247854999999994,26.179705600000023,POINT (62.247854999999994 26.179705600000023)
280,280,62.247854999999994,26.429705600000023,POINT (62.247854999999994 26.429705600000023)
281,281,62.247854999999994,26.679705600000023,POINT (62.247854999999994 26.679705600000023)
282,282,62.247854999999994,26.929705600000023,POINT (62.247854999999994 26.929705600000023)
283,283,62.247854999999994,27.179705600000023,POINT (62.247854999999994 27.179705600000023)
284,284,62.247854999999994,27.429705600000023,POINT (62.247854999999994 27.429705600000023)
285,285,62.247854999999994,27.679705600000023,POINT (62.247854999999994 27.679705600000023)
286,286,62.247854999999994,27.929705600000023,POINT (62.247854999999994 27.929705600000023)
287,287,62.247854999999994,28.179705600000023,POINT (62.247854999999994 28.179705600000023)
288,288,62.247854999999994,28.429705600000023,POINT (62.247854999999994 28.429705600000023)
289,289,62.247854999999994,28.679705600000023,POINT (62.247854999999994 28.679705600000023)
290,290,62.247854999999994,28.929705600000023,POINT (62.247854999999994 28.929705600000023)
291,291,62.247854999999994,29.179705600000023,POINT (62.247854999999994 29.179705600000023)
292,292,62.247854999999994,29.429705600000023,POINT (62.247854999999994 29.429705600000023)
293,293,62.247854999999994,29.679705600000023,POINT (62.247854999999994 29.679705600000023)
294,294,62.247854999999994,29.929705600000023,POINT (62.247854999999994 29.929705600000023)
295,295,62.247854999999994,30.179705600000023,POINT (62.247854999999994 30.179705600000023)
296,296,62.247854999999994,30.429705600000023,POINT (62.247854999999994 30.429705600000023)
297,297,62.247854999999994,30.679705600000023,POINT (62.247854999999994 30.679705600000023)
298,298,62.247854999999994,30.929705600000023,POINT (62.247854999999994 30.929705600000023)
299,299,62.247854999999994,31.179705600000023,POINT (62.247854999999994 31.179705600000023)
300,300,62.247854999999994,31.429705600000023,POINT (62.247854999999994 31.429705600000023)
301,301,62.247854999999994,31.679705600000023,POINT (62.247854999999994 31.679705600000023)
302,302,62.247854999999994,31.92970560000002,POINT (62.247854999999994 31.92970560000002)
303,303,62.247854999999994,32.17970560000002,POINT (62.247854999999994 32.17970560000002)
304,304,62.247854999999994,32.42970560000002,POINT (62.247854999999994 32.42970560000002)
305,305,62.247854999999994,32.67970560000002,POINT (62.247854999999994 32.67970560000002)
306,306,62.247854999999994,32.92970560000002,POINT (62.247854999999994 32.92970560000002)
307,307,62.247854999999994,33.17970560000002,POINT (62.247854999999994 33.17970560000002)
308,308,62.247854999999994,33.42970560000002,POINT (62.247854999999994 33.42970560000002)
309,309,62.247854999999994,33.67970560000002,POINT (62.247854999999994 33.67970560000002)
310,310,62.247854999999994,33.92970560000002,POINT (62.247854999999994 33.92970560000002)
311,311,62.247854999999994,34.17970560000002,POINT (62.247854999999994 34.17970560000002)
312,312,62.247854999999994,34.42970560000002,POINT (62.247854999999994 34.42970560000002)
313,313,62.247854999999994,34.67970560000002,POINT (62.247854999999994 34.67970560000002)
314,314,62.247854999999994,34.92970560000002,POINT (62.247854999999994 34.92970560000002)
315,315,62.247854999999994,35.17970560000002,POINT (62.247854999999994 35.17970560000002)
316,316,62.247854999999994,35.42970560000002,POINT (62.247854999999994 35.42970560000002)
317,317,62.247854999999994,35.67970560000002,POINT (62.247854999999994 35.67970560000002)
318,318,62.247854999999994,35.92970560000002,POINT (62.247854999999994 35.92970560000002)
319,319,62.247854999999994,36.17970560000002,POINT (62.247854999999994 36.17970560000002)
320,320,62.247854999999994,36.42970560000002,POINT (62.247854999999994 36.42970560000002)
321,321,62.247854999999994,36.67970560000002,POINT (62.247854999999994 36.67970560000002)
322,322,62.247854999999994,36.92970560000002,POINT (62.247854999999994 36.92970560000002)
323,323,62.247854999999994,37.17970560000002,POINT (62.247854999999994 37.17970560000002)
324,324,62.497854999999994,23.929705600000023,POINT (62.497854999999994 23.929705600000023)
325,325,62.497854999999994,24.179705600000023,POINT (62.497854999999994 24.179705600000023)
326,326,62.497854999999994,24.429705600000023,POINT (62.497854999999994 24.429705600000023)
327,327,62.497854999999994,24.679705600000023,POINT (62.497854999999994 24.679705600000023)
328,328,62.497854999999994,24.929705600000023,POINT (62.497854999999994 24.929705600000023)
329,329,62.497854999999994,25.179705600000023,POINT (62.497854999999994 25.179705600000023)
330,330,62.497854999999994,25.429705600000023,POINT (62.497854999999994 25.429705600000023)
331,331,62.497854999999994,25.679705600000023,POINT (62.497854999999994 25.679705600000023)
332,332,62.497854999999994,25.929705600000023,POINT (62.497854999999994 25.929705600000023)
333,333,62.497854999999994,26.179705600000023,POINT (62.497854999999994 26.179705600000023)
334,334,62.497854999999994,26.429705600000023,POINT (62.497854999999994 26.429705600000023)
335,335,62.497854999999994,26.679705600000023,POINT (62.497854999999994 26.679705600000023)
336,336,62.497854999999994,26.929705600000023,POINT (62.497854999999994 26.929705600000023)
337,337,62.497854999999994,27.179705600000023,POINT (62.497854999999994 27.179705600000023)
338,338,62.497854999999994,27.429705600000023,POINT (62.497854999999994 27.429705600000023)
339,339,62.497854999999994,27.679705600000023,POINT (62.497854999999994 27.679705600000023)
340,340,62.497854999999994,27.929705600000023,POINT (62.497854999999994 27.929705600000023)
341,341,62.497854999999994,28.179705600000023,POINT (62.497854999999994 28.179705600000023)
342,342,62.497854999999994,28.429705600000023,POINT (62.497854999999994 28.429705600000023)
343,343,62.497854999999994,28.679705600000023,POINT (62.497854999999994 28.679705600000023)
344,344,62.497854999999994,28.929705600000023,POINT (62.497854999999994 28.929705600000023)
345,345,62.497854999999994,29.179705600000023,POINT (62.497854999999994 29.179705600000023)
346,346,62.497854999999994,29.429705600000023,POINT (62.497854999999994 29.429705600000023)
347,347,62.497854999999994,29.679705600000023,POINT (62.497854999999994 29.679705600000023)
348,348,62.497854999999994,29.929705600000023,POINT (62.497854999999994 29.929705600000023)
349,349,62.497854999999994,30.179705600000023,POINT (62.497854999999994 30.179705600000023)
350,350,62.497854999999994,30.429705600000023,POINT (62.497854999999994 30.429705600000023)
351,351,62.497854999999994,30.679705600000023,POINT (62.497854999999994 30.679705600000023)
352,352,62.497854999999994,30.929705600000023,POINT (62.497854999999994 30.929705600000023)
353,353,62.497854999999994,31.179705600000023,POINT (62.497854999999994 31.179705600000023)
354,354,62.497854999999994,31.429705600000023,POINT (62.497854999999994 31.429705600000023)
355,355,62.497854999999994,31.679705600000023,POINT (62.497854999999994 31.679705600000023)
356,356,62.497854999999994,31.92970560000002,POINT (62.497854999999994 31.92970560000002)
357,357,62.497854999999994,32.17970560000002,POINT (62.497854999999994 32.17970560000002)
358,358,62.497854999999994,32.42970560000002,POINT (62.497854999999994 32.42970560000002)
359,359,62.497854999999994,32.67970560000002,POINT (62.497854999999994 32.67970560000002)
360,360,62.497854999999994,32.92970560000002,POINT (62.497854999999994 32.92970560000002)
361,361,62.497854999999994,33.17970560000002,POINT (62.497854999999994 33.17970560000002)
362,362,62.497854999999994,33.42970560000002,POINT (62.497854999999994 33.42970560000002)
363,363,62.497854999999994,33.67970560000002,POINT (62.497854999999994 33.67970560000002)
364,364,62.497854999999994,33.92970560000002,POINT (62.497854999999994 33.92970560000002)
365,365,62.497854999999994,34.17970560000002,POINT (62.497854999999994 34.17970560000002)
366,366,62.497854999999994,34.42970560000002,POINT (62.497854999999994 34.42970560000002)
367,367,62.497854999999994,34.67970560000002,POINT (62.497854999999994 34.67970560000002)
368,368,62.497854999999994,34.92970560000002,POINT (62.497854999999994 34.92970560000002)
